source_content,source_number,question_type,question_number,year,question_url,exam_edition
"Source: Thomas Paine, The American Crisis, December 23, 1776. These are the times that try men’s souls. The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of their country; but he that stands it now, deserves the love and thanks of man and woman. Tyranny, like hell, is not easily conquered; yet we have this consolation with us, that the harder the conflict, the more glorious the triumph. What we obtain too cheap, we esteem too lightly: it is dearness only that gives every thing its value. Heaven knows how to put a proper price upon its goods; and it would be strange indeed if so celestial an article as freedom should not be highly rated. Britain, with an army to enforce her tyranny, has declared that she has a right (not only to tax) but “to bind us in all cases whatsoever.”",7,DBQ,1,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"The figure presents a political cartoon titled “The ‘Strong’ Government, 1869 through 1877.” In the cartoon, a military leader, Ulysses S. Grant is shown sitting atop a large bag, which is being carried on a woman’s shoulders. The bag is labeled “Carpet Bag and Bayonet Rule,” and is filled with many bayonets that are rolled up in parchments labeled “Rule or Ruin.” The woman who is carrying the bag is labeled “The Solid South,” and appears to be struggling to stay standing due to the weight of the bag and the sharp rocks lining her path. Two United States soldiers are standing on either side of the bag and are holding bayonets that have shackles on them, which lead to the woman’s arms. In the background is a military campsite with cannons and soldiers guarding a large bulding labeled “Halls of Justice” as well as the outlines of burned buildings. Further in the background are two steamships, one of which appears to be sinking.Courtesy of the Library of Congress The figure presents a political cartoon titled “The ‘Weak’ Government, 1877 through 1881.” In the cartoon, President RuthefordHayes is standing upright while guiding a plow labeled “Let ‘em Alone Policy” constructed from guns and swords. The plow is digging a trough in the ground, displacing soil and covering a folded up carpet bag and two rolled up parchments labeled “Bloody Shirt,” and “Bayonet Rule.” Laborers loading cotton onto a boat, sailing steamboats, a factory, houses, and White and Black farm workers are shown in the background.Courtesy of the Library of Congress",0,SAQ,3,2017,https://apcentral.collegeboard.org/media/pdf/ap-us-history-frq-2017.pdf?course=ap-united-states-history,
"Source: “Victory Waits On Your Fingers—Keep ’Em Flying Miss U.S.A.,” produced by the Royal Typewriter Company for the United States Civil Service Commission, 1942. The image is a poster, that displays a smiling young White woman sitting behind a typewriter and performing a military-style salute with her right hand. The poster states, Victory waits on your fingers—Keep ’em flying, Miss U.S.A. Uncle Sam needs stenographers! Get Civil Service information at your local post office. U.S. Civil Service Commission, Washington, D.C. Courtesy of the National Archives.",1,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Betty Friedan, UE (United Electrical, Radio and Machine Workers of AmericFights for Women Workers, 1952. In advertisements across the land, industry glorifies the American woman—in her gleaming GE kitchen, at her Westinghouse laundromat, before her Sylvania television set. Nothing is too good for her—unless she works for GE, or Westinghouse, or Sylvania or thousands of other corporations throughout the U.S.A. As an employee, regardless of her skill, she is rated lower than common labor (male). She is assigned to jobs which, according to government studies, involve greater physical strain and skill than many jobs done by men—but she is paid less than the underpaid sweeper, the least skilled men in the plant. She is speeded up until she may faint at her machine, to barely earn her daily bread. Wage discrimination against women workers exists in every industry where women are employed. It exists because it pays off in billions of dollars in extra profits for the companies. According to the 1950 census, the average wage of women in factories was $1,285 a year less than men....In just one year, U.S. corporations made five billion four hundred million dollars in extra profits from their exploitation of women.",2,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: “Sex and Caste: A Kind of Memo from Casey Hayden and Mary King to a number of other women in the peace and freedom movements,” 1965. Women we’ve talked to who work in the [peace and civil rights] movement seem to be caught up in a common-law caste system that operates, sometimes subtly, forcing them to work around or outside hierarchical structures of power which may exclude them. Women seem to be placed in the same position of assumed subordination in personal situations too. It is a caste system which, at its worst, uses and exploits women. The caste system perspective dictates the roles assigned to women in the [peace and civil rights] movement, and certainly even more to women outside the movement. Within the movement, questions arise in situations ranging from relationships of women organizers to men in the community, to who cleans the freedom house, to who holds leadership positions, to who does secretarial work, and who acts as spokesman [spokesperson] for groups. Other problems arise between women with varying degrees of awareness of themselves as being as capable as men but held back from full participation, or between women who see themselves as needing more control of their work than other women demand. Casey Hayden and Mary Elizabeth King. Excerpt edited by the publisher.",3,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Robin Morgan and the New York Radical Women, press release, “No More Miss America!,” 1968. FOR IMMEDIATE RELEASE On September 7th in Atlantic City, the Annual Miss America Pageant will again crown “your ideal.” But this year, reality will liberate the contest auction-block in the guise of “genyooine” de-plasticized, breathing women.... Women of every political persuasion—all are invited to join us in a day-long boardwalk-theater event.... We will protest the image of Miss America, an image that oppresses women in every area in which it purports to represent us. There will be: Picket Lines; Guerrilla Theater; Leafleting; Lobbying Visits to the contestants urging our sisters to reject the Pageant Farce and join us; a huge Freedom Trash Can (into which we will throw bras, girdles, curlers, false eyelashes, wigs, and representative issues of Cosmopolitan, Ladies’ Home Journal, Family Circle, etc.—bring any such woman-garbage you have around the house); we will also announce a Boycott of all those commercial products related to the Pageant....It should be a groovy day on the Boardwalk in the sun with our sisters. In case of arrests, however, we plan to reject all male authority and demand to be busted by policewomen only. Male chauvinist-reactionaries on this issue had best stay away, nor are male liberals welcome in the demonstrations. But sympathetic men can donate money as well as cars and drivers. Male reporters will be refused interviews. We reject patronizing reportage. Only newswomen will be recognized. “No More Miss America!” from SISTERHOOD IS POWERFUL An Anthology of Writings from the Women’s Liberation Movement © 1970 by Robin Morgan. By permission of Edite Kroll Literary Agency Inc.",4,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Mirta Vidal, “Women: New Voice of La Raza,” 1971. [The] awakening of Chicana consciousness has been prompted by the “machismo” she encounters in the movement.... This behavior...isa serious obstacle to women anxious to play a role in the struggle for Chicano liberation. The oppression suffered by Chicanas is different from that suffered by most women in this country. Because Chicanas are part of an oppressed nationality, they are subjected to the racism practiced against La Raza. Since the overwhelming majority of Chicanos are workers, Chicanas are also victims of the exploitation of the working class. But in addition, Chicanas...are relegated to an inferior position because of their sex. Thus, Raza women suffer a triple form of oppression.... Because sexism and male chauvinism are so deeply rooted in this society, there is a strong tendency...todenythe basic right of Chicanas to organize around their own concrete issues. Instead they are told to stay away from the women’s liberation movement because it is an “Anglo thing.” Copyright © 1971 by Pathfinder Press. Reprinted by permission.",5,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: United States Congress, Title IX, Education Amendments, 1972. No person in the United States shall, on the basis of sex, be excluded from participation in, be denied the benefits of, or be subjected to discrimination under any education program or activity receiving Federal financial assistance.",6,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Image of a crowd at a reproductive rights demonstration, Pittsburgh, PA, 1974. The image is a photograph of a crowd of people standing on a street and holding homemade signs. Two women are holding a large sign that says, “The Right To Choose” in bold capital letters. A smaller sign on a lamppost states, “The right to choose is the right to refuse.” Each sign has 2 gender symbols for woman painted on them. The group of people includes both women and men and seems to include people of varied ethnicities.Barbara Freeman/Getty Images",7,DBQ,1,2016,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap16_frq_us_history.pdf,
"Source: Barry Goldwater, a Republican senator from Arizona, The Conscience of a Conservative, 1960. Franklin Roosevelt’s rapid conversion from Constitutionalism to the doctrine of unlimited government is an oft-told story....Iam here concerned...bythe unmistakable tendency of the Republican Party to adopt the same course. The result is that today neither of our two parties maintains a meaningful commitment to the principle of States’ Rights. Thus, the cornerstone of the Republic, our chief bulwark against the encroachment of individual freedom by Big Government, is fast disappearing under the piling sands of absolutism.... The root evil is that the government is engaged in activities in which it has no legitimate business. As long as the federal government acknowledges responsibility in a given social or economic field, its spending in that field cannot be substantially reduced.",1,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Milton Friedman, economist, Capitalism and Freedom, 1962. We now have several decades of experience with governmental intervention.... Which if any of the great “reforms” of past decades has achieved its objectives?... A housing program intended to improve the housing conditions of the poor, to reduce juvenile delinquency, and to contribute to the removal of urban slums, has worsened the housing conditions of the poor, contributed to juvenile delinquency, and spread urban blight.... The greater part of the new ventures undertaken by government in the past few decades have failed to achieve their objectives. The United States has continued to progress; its citizens have become better fed, better clothed, better housed, and better transported; class and social distinctions have narrowed; minority groups have become less disadvantaged.... All this has been the product of the initiative and drive of individuals co-operating through the free market.",2,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Letter to Nelson Rockefeller, Republican governor of New York, February 6, 1971. This letter is written to you by a law abiding citizen who feels she is discriminated against in favor of dope addicts and welfare cheats. I am a widow who lives alone, works every day, pays taxes and lives by the rules. I get very little from my taxes when I can no longer walk on the streets and when I am afraid in my own home.... Sorry this letter is not typed. My typewriter was stolen.",3,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Jerry Falwell, television evangelist and founder of the Moral Majority, Listen, America!, 1980. We must reverse the trend America finds herself in today. Young people between the ages of twenty-five and forty have been born and reared in a different world than Americans of years past. The television set has been their primary baby-sitter. From the television set they have learned situation ethics and immorality—they have learned a loss of respect for human life. They have learned to disrespect the family as God has established it. They have been educated in a public-school system that is permeated with secular humanism. They have been taught that the Bible is just another book of literature. They have been taught that there are no absolutes in our world today. They have been introduced to the drug culture. They have been reared by the family and the public school in a society that is greatly void of discipline and character-building. These same young people have been reared under the influence of a government that has taught them socialism and welfarism. They have been taught to believe that the world owes them a living whether they work or not.",4,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: 1980 Republican Party Platform. Overseas, our goal is...to preserve a world at peace by keeping America strong. This philosophy once occupied a hallowed place in American diplomacy, but it was casually... dismissed at the outset by the Carter Administration—and the results have been shattering. Never before in modern history has the United States endured as many humiliations, insults, and defeats as it has during the past four years: our ambassadors murdered, our embassies burned, our warnings ignored, our diplomacy scorned, our diplomats kidnapped. The Carter Administration has shown that it neither understands totalitarianism nor appreciates the way tyrants take advantage of weakness. The brutal invasion of Afghanistan promises to be only the forerunner of much more serious threats to the West—and to world peace—should the Carter Administration somehow cling to power.",5,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
"Source: Teddi Holt, a homemaker, a member of Georgia Stop ERA, and the national president of Mothers On the March, 1984. I am pleased that God blessed me with the privilege of being a woman. I have never been envious of the role of men but have had respect for both sexes. There’s no doubt that there has been discrimination against women, but that is past history, just as discrimination against blacks is past history in the US.... Just what were we women to be liberated from? These women [feminists] were calling for liberation from the things women like me love most—our husbands, our children, our homes. My cry became: “God, liberate us from the Liberators!”... We believe that the mothers of this and other nations must stand up for the protection of our homes and our children. In no way are we extremists, unless we be guilty of extreme devotion to our husbands, our children, and our homes. It is our sincere belief that if we do not unite against the threats to the home, if we retire to the convenience and security of our houses and do not speak out, then it will not be long until we, the “keeper at home” (Titus 2.5) will not have a home to keep! Excerpt from “Women Who Do and Women Who Don’t Join the Women’s Movement” by Teddi Holt and edited by Robyn Rowland, Copyright © 1984 by Teddi Holt. Reproduced by permission of Taylor & Francis Books U.K.",6,DBQ,1,2015,https://secure-media.collegeboard.org/digitalServices/pdf/ap/ap15_frq_us_history.pdf,
